Observasi_ID,Tanggal_Observasi,Grid_ID,Jenis_Lokasi,Latitude_Dummy,Longitude_Dummy,Persentase_Lumut,Persentase_Vegetasi,Air_Tenang,Paparan_Matahari,Luas_Genangan_m2,Curah_Hujan_30_Hari_mm,Pendatang_30_Hari,Pendatang_Dari_Endemis,Pekerja_Mobil,Riwayat_Perjalanan_Endemis,Skor_Mobilitas_0_100,Kasus_Malaria_1km_30Hari,Jarak_Hutan_m,Jarak_Sawah_m,Jarak_Sungai_m,Jarak_Rawa_m,Jarak_Tambang_m,Jarak_Permukiman_m,Jarak_Puskesmas_m,Habitat_Risk_Score_0_100,Mobility_Risk_Score_0_100,Risiko_Gabungan_0_100,Kategori_Habitat_5,Kategori_Heatmap_4,Foto_Dokumentasi_ID
OBS-HJ-00625,2026-05-22,HJ-G-2351,Hutan,-3.457207,138.500451,47,89,Ya,Rendah,8.8,181,0,0,8,1,26,0,0,2280,2570,2860,4880,2790,4370,68,26,49,High,Rendah,IMG-HJ-00625.jpg
OBS-HJ-00626,2026-04-17,HJ-G-0291,Bekas Tambang,-3.495045,138.536536,71,62,Ya,Tinggi,50.4,193,5,1,22,5,68,1,3220,1650,1800,2530,0,140,1460,81,68,69,Very High,Sedang,IMG-HJ-00626.jpg
OBS-HJ-00627,2026-02-16,HJ-G-1808,Hutan,-3.467117,138.506766,16,45,Ya,Rendah,6.0,332,2,0,2,1,16,0,0,980,1280,1700,3620,1530,3080,58,16,41,Medium,Rendah,IMG-HJ-00627.jpg
OBS-HJ-00628,2025-10-13,HJ-G-1190,Sawah,-3.478829,138.535634,43,64,Ya,Rendah,15.6,230,2,0,0,0,26,1,1920,0,180,2620,900,200,1420,80,26,60,High,Sedang,IMG-HJ-00628.jpg
OBS-HJ-00629,2026-03-14,HJ-G-0952,Hutan,-3.482432,138.501353,85,84,Ya,Rendah,29.0,265,0,0,11,1,9,0,0,1040,760,280,3320,800,2780,92,9,62,Very High,Sedang,IMG-HJ-00629.jpg
OBS-HJ-00630,2026-02-05,HJ-G-0416,Permukiman,-3.492342,138.513983,40,58,Tidak,Sedang,13.3,320,7,0,2,1,55,0,1340,1140,1550,100,1800,0,1450,54,55,46,Medium,Rendah,IMG-HJ-00630.jpg
OBS-HJ-00631,2025-12-05,HJ-G-1802,Hutan,-3.467117,138.501353,35,60,Ya,Rendah,26.8,370,0,0,4,0,23,0,0,1350,1570,1770,4100,1750,3530,62,23,45,High,Rendah,IMG-HJ-00631.jpg
OBS-HJ-00632,2026-01-15,HJ-G-0388,Bekas Tambang,-3.493243,138.533829,90,36,Ya,Sedang,66.7,381,3,2,42,11,83,2,2880,1340,1500,2210,0,320,1100,82,83,75,Very High,Sedang,IMG-HJ-00632.jpg
OBS-HJ-00633,2026-02-23,HJ-G-1464,Hutan,-3.473423,138.512179,56,70,Ya,Sedang,7.7,301,0,0,6,1,7,0,0,200,410,1120,2720,820,2160,75,7,50,High,Rendah,IMG-HJ-00633.jpg
OBS-HJ-00634,2026-01-13,HJ-G-2286,Perkebunan,-3.459009,138.532025,48,54,Tidak,Tinggi,3.5,395,6,0,13,0,50,0,1120,510,2070,3610,3110,2410,3200,34,50,32,Low,Rendah,IMG-HJ-00634.jpg
OBS-HJ-00635,2026-04-01,HJ-G-0373,Permukiman,-3.493243,138.520298,6,37,Tidak,Sedang,7.3,225,8,0,2,0,44,3,1840,1200,1500,730,1120,0,920,37,44,40,Low,Rendah,IMG-HJ-00635.jpg
OBS-HJ-00636,2026-01-12,HJ-G-0742,Permukiman,-3.486937,138.537438,12,38,Ya,Tinggi,12.1,345,2,1,0,1,66,2,2620,850,1040,2610,100,0,1270,68,66,62,High,Sedang,IMG-HJ-00636.jpg
OBS-HJ-00637,2026-05-29,HJ-G-1170,Sawah,-3.478829,138.517591,31,46,Ya,Sedang,62.0,143,0,0,3,0,13,0,610,0,160,920,1890,450,1320,83,13,57,Very High,Sedang,IMG-HJ-00637.jpg
OBS-HJ-00638,2025-11-16,HJ-G-0248,Belukar/Lahan Terbuka,-3.495946,138.542851,23,53,Tidak,Tinggi,4.0,335,4,1,10,1,54,0,3750,2010,2210,3240,420,360,2110,44,54,39,Medium,Rendah,IMG-HJ-00638.jpg
OBS-HJ-00639,2025-10-18,HJ-G-1223,Sawah,-3.477928,138.520298,49,46,Tidak,Tinggi,7.7,252,4,0,1,0,45,1,640,0,50,1200,1700,600,1210,62,45,52,High,Sedang,IMG-HJ-00639.jpg
OBS-HJ-00640,2026-06-07,HJ-G-1223,Sawah,-3.477928,138.520298,31,47,Ya,Tinggi,4.5,58,1,1,2,0,48,0,640,0,50,1200,1700,600,1210,72,48,56,High,Sedang,IMG-HJ-00640.jpg
OBS-HJ-00641,2025-12-21,HJ-G-0793,Permukiman,-3.486036,138.53834,29,46,Ya,Sedang,7.5,346,1,0,0,0,10,3,2620,810,1010,2720,200,0,1380,72,10,56,High,Sedang,IMG-HJ-00641.jpg
OBS-HJ-00642,2026-02-08,HJ-G-1157,Hutan,-3.478829,138.505864,81,77,Ya,Sedang,9.1,308,0,0,2,1,45,0,0,500,230,400,3000,450,2420,89,45,67,Very High,Sedang,IMG-HJ-00642.jpg
OBS-HJ-00643,2025-10-17,HJ-G-1355,Hutan,-3.475225,138.50406,79,51,Ya,Rendah,6.1,257,0,0,7,1,16,0,0,700,650,820,3360,850,2770,69,16,48,High,Rendah,IMG-HJ-00643.jpg
OBS-HJ-00644,2025-11-20,HJ-G-0637,Bekas Tambang,-3.488739,138.532927,77,100,Ya,Tinggi,14.0,286,7,0,31,2,74,4,2420,850,1000,2100,0,200,790,89,74,82,Very High,Tinggi,IMG-HJ-00644.jpg
OBS-HJ-00645,2026-04-28,HJ-G-0797,Permukiman,-3.486036,138.541949,15,3,Ya,Sedang,2.2,182,8,1,11,4,34,0,2940,1000,1240,3110,420,0,1770,56,34,43,Medium,Rendah,IMG-HJ-00645.jpg
OBS-HJ-00646,2026-02-08,HJ-G-1098,Belukar/Lahan Terbuka,-3.480631,138.542851,26,51,Tidak,Sedang,4.3,351,4,0,2,0,29,3,2690,640,970,3320,940,140,2010,42,29,40,Medium,Rendah,IMG-HJ-00646.jpg
OBS-HJ-00647,2026-02-10,HJ-G-0255,Rawa,-3.495045,138.50406,55,67,Ya,Sedang,50.9,370,0,0,0,0,26,0,1140,1790,1730,0,2930,900,2580,91,26,64,Very High,Sedang,IMG-HJ-00647.jpg
OBS-HJ-00648,2025-11-07,HJ-G-0234,Permukiman,-3.495946,138.530221,5,27,Ya,Sedang,13.0,364,3,1,2,0,35,2,2880,1510,1700,1870,220,0,1080,62,35,52,High,Sedang,IMG-HJ-00648.jpg
OBS-HJ-00649,2025-10-30,HJ-G-0607,Rawa,-3.488739,138.505864,52,89,Ya,Sedang,109.4,243,2,2,0,1,54,2,640,1080,1000,0,2710,760,2240,94,54,77,Very High,Tinggi,IMG-HJ-00649.jpg
OBS-HJ-00650,2026-03-13,HJ-G-1822,Hutan,-3.467117,138.519396,33,73,Ya,Sedang,6.2,259,0,0,2,0,14,1,0,360,1140,2060,2690,1750,2350,64,14,47,High,Rendah,IMG-HJ-00650.jpg
OBS-HJ-00651,2026-02-26,HJ-G-2353,Hutan,-3.457207,138.502255,59,37,Tidak,Sedang,7.6,358,1,1,3,2,74,0,0,2190,2480,2830,4740,2720,4240,53,74,49,Medium,Rendah,IMG-HJ-00651.jpg
OBS-HJ-00652,2025-11-20,HJ-G-0789,Permukiman,-3.486036,138.534732,33,60,Ya,Sedang,16.5,382,3,2,0,1,55,4,2330,630,810,2320,100,0,980,78,55,71,High,Sedang,IMG-HJ-00652.jpg
OBS-HJ-00653,2026-03-22,HJ-G-0511,Rawa,-3.490541,138.509472,76,59,Ya,Rendah,69.3,297,0,0,2,0,43,2,1000,1080,1200,0,2300,540,1870,91,43,73,Very High,Sedang,IMG-HJ-00653.jpg
OBS-HJ-00654,2026-01-20,HJ-G-2220,Hutan,-3.45991,138.517591,49,58,Ya,Rendah,23.5,380,0,0,1,0,24,0,0,670,1890,2720,3490,2440,3170,57,24,42,Medium,Rendah,IMG-HJ-00654.jpg
OBS-HJ-00655,2026-04-22,HJ-G-0948,Permukiman,-3.483333,138.542851,0,12,Ya,Sedang,6.7,244,5,0,1,0,48,1,2860,850,1110,3260,710,0,1920,55,48,48,Medium,Rendah,IMG-HJ-00655.jpg
OBS-HJ-00656,2025-12-29,HJ-G-0753,Rawa,-3.486036,138.502255,92,74,Ya,Sedang,53.1,391,2,1,4,0,22,1,140,1140,910,0,3140,810,2630,93,22,67,Very High,Sedang,IMG-HJ-00656.jpg
OBS-HJ-00657,2026-06-03,HJ-G-0977,Sawah,-3.482432,138.523906,34,54,Ya,Sedang,7.8,102,3,1,2,1,60,1,1280,0,240,1260,1080,100,580,75,60,63,High,Sedang,IMG-HJ-00657.jpg
OBS-HJ-00658,2026-04-26,HJ-G-1535,Sawah,-3.472523,138.531123,31,67,Ya,Tinggi,10.1,272,0,0,0,0,23,2,1120,0,680,2500,1630,950,1730,68,23,54,High,Sedang,IMG-HJ-00658.jpg
OBS-HJ-00659,2026-06-03,HJ-G-0501,Rawa,-3.490541,138.500451,64,64,Ya,Sedang,14.5,109,0,0,0,0,55,0,610,1630,1430,0,3300,1270,2850,83,55,65,Very High,Sedang,IMG-HJ-00659.jpg
OBS-HJ-00660,2026-02-07,HJ-G-1433,Sawah,-3.474324,138.529319,56,82,Tidak,Sedang,46.9,368,2,0,0,0,13,2,1060,0,620,2220,1490,820,1480,63,13,48,High,Rendah,IMG-HJ-00660.jpg
OBS-HJ-00661,2026-02-26,HJ-G-0686,Bekas Tambang,-3.487838,138.532025,87,96,Ya,Sedang,28.7,335,9,2,32,10,75,3,2280,720,870,2000,0,100,670,95,75,84,Very High,Tinggi,IMG-HJ-00661.jpg
OBS-HJ-00662,2025-10-28,HJ-G-0659,Rawa,-3.487838,138.507668,68,75,Ya,Tinggi,14.6,241,0,0,0,0,2,2,670,890,880,0,2520,610,2030,83,2,59,Very High,Sedang,IMG-HJ-00662.jpg
OBS-HJ-00663,2025-10-01,HJ-G-0268,Permukiman,-3.495045,138.515787,7,30,Ya,Tinggi,2.4,217,10,1,1,0,54,3,1700,1400,1870,360,1650,0,1430,51,54,51,Medium,Sedang,IMG-HJ-00663.jpg
OBS-HJ-00664,2026-01-13,HJ-G-0910,Rawa,-3.483333,138.50857,44,97,Ya,Sedang,71.2,377,0,0,1,0,20,2,200,420,400,0,2530,100,1980,93,20,69,Very High,Sedang,IMG-HJ-00664.jpg
OBS-HJ-00665,2026-01-19,HJ-G-2024,Hutan,-3.463514,138.5212,19,50,Tidak,Rendah,42.4,376,0,0,5,1,12,0,0,200,1580,2510,2950,2180,2680,44,12,31,Medium,Rendah,IMG-HJ-00665.jpg
OBS-HJ-00666,2026-01-12,HJ-G-2178,Belukar/Lahan Terbuka,-3.460811,138.524808,9,35,Ya,Sedang,6.7,381,2,0,2,0,20,0,300,200,1990,2970,3070,2400,2930,52,20,38,Medium,Rendah,IMG-HJ-00666.jpg
OBS-HJ-00667,2025-11-20,HJ-G-2264,Hutan,-3.459009,138.512179,73,65,Ya,Sedang,7.2,310,0,0,1,0,22,0,0,1260,1990,2650,3880,2410,3480,74,22,53,High,Sedang,IMG-HJ-00667.jpg
OBS-HJ-00668,2026-03-28,HJ-G-1275,Sawah,-3.477027,138.522102,44,71,Ya,Rendah,31.3,278,1,0,0,0,0,2,670,0,230,1410,1630,700,1210,86,0,61,Very High,Sedang,IMG-HJ-00668.jpg
OBS-HJ-00669,2025-12-17,HJ-G-1118,Sawah,-3.47973,138.515787,36,41,Ya,Sedang,38.8,354,1,0,2,0,20,1,630,0,320,710,2000,300,1400,81,20,59,Very High,Sedang,IMG-HJ-00669.jpg
OBS-HJ-00670,2025-11-17,HJ-G-1503,Hutan,-3.472523,138.502255,48,62,Ya,Sedang,4.9,279,1,1,4,1,33,1,0,950,1010,1170,3690,1200,3090,62,33,49,High,Rendah,IMG-HJ-00670.jpg
OBS-HJ-00671,2025-11-29,HJ-G-0095,Belukar/Lahan Terbuka,-3.498649,138.540144,18,46,Tidak,Tinggi,4.0,294,5,1,4,3,61,0,3780,2150,2330,3010,450,410,2020,40,61,38,Low,Rendah,IMG-HJ-00671.jpg
OBS-HJ-00672,2026-05-13,HJ-G-0516,Rawa,-3.490541,138.513983,84,65,Ya,Rendah,6.1,162,0,0,2,0,43,2,1170,950,1380,0,1800,100,1380,79,43,65,High,Sedang,IMG-HJ-00672.jpg
OBS-HJ-00673,2026-05-27,HJ-G-0430,Permukiman,-3.492342,138.526613,13,33,Tidak,Sedang,3.8,189,14,1,4,0,35,6,2330,1100,1280,1400,410,0,570,42,35,49,Medium,Rendah,IMG-HJ-00673.jpg
OBS-HJ-00674,2025-11-25,HJ-G-1243,Perkebunan,-3.477928,138.53834,42,43,Tidak,Rendah,3.9,342,1,0,15,1,69,4,2110,100,400,2940,1020,300,1710,52,69,57,Medium,Sedang,IMG-HJ-00674.jpg
OBS-HJ-00675,2026-01-24,HJ-G-1358,Hutan,-3.475225,138.506766,52,61,Ya,Rendah,8.1,381,6,1,5,3,79,0,0,400,490,800,3110,670,2510,74,79,64,High,Sedang,IMG-HJ-00675.jpg
OBS-HJ-00676,2025-12-28,HJ-G-1642,Sawah,-3.470721,138.537438,49,51,Tidak,Sedang,23.0,370,2,0,0,0,60,2,1710,0,810,3190,1800,1100,2230,51,60,50,Medium,Rendah,IMG-HJ-00676.jpg
OBS-HJ-00677,2026-05-05,HJ-G-2203,Hutan,-3.45991,138.502255,22,70,Ya,Rendah,9.5,109,6,0,4,1,44,0,0,1920,2210,2530,4530,2440,4010,62,44,49,High,Rendah,IMG-HJ-00677.jpg
OBS-HJ-00678,2026-03-01,HJ-G-0007,Belukar/Lahan Terbuka,-3.49955,138.505864,27,37,Tidak,Tinggi,3.4,270,2,0,0,0,47,0,1680,2150,2190,320,2850,810,2620,41,47,36,Medium,Rendah,IMG-HJ-00678.jpg
OBS-HJ-00679,2025-12-23,HJ-G-1759,Hutan,-3.468018,138.507668,64,77,Tidak,Rendah,4.5,290,0,0,8,1,15,0,0,850,1140,1600,3480,1410,2940,48,15,34,Medium,Rendah,IMG-HJ-00679.jpg
OBS-HJ-00680,2025-12-02,HJ-G-0919,Permukiman,-3.483333,138.516689,38,50,Ya,Rendah,3.9,379,7,0,5,0,46,5,890,100,660,500,1700,0,1120,62,46,62,High,Sedang,IMG-HJ-00680.jpg
OBS-HJ-00681,2026-03-27,HJ-G-0326,Permukiman,-3.494144,138.523004,10,54,Tidak,Sedang,5.6,293,7,1,2,0,34,2,2130,1300,1520,1040,850,0,840,34,34,34,Low,Rendah,IMG-HJ-00681.jpg
OBS-HJ-00682,2025-10-05,HJ-G-0255,Rawa,-3.495045,138.50406,81,66,Tidak,Rendah,59.2,223,0,0,0,0,25,1,1140,1790,1730,0,2930,900,2580,64,25,49,High,Rendah,IMG-HJ-00682.jpg
OBS-HJ-00683,2025-11-07,HJ-G-0407,Rawa,-3.492342,138.505864,53,55,Ya,Sedang,42.7,297,0,0,0,0,28,1,940,1430,1400,0,2700,760,2300,87,28,65,Very High,Sedang,IMG-HJ-00683.jpg
OBS-HJ-00684,2026-04-24,HJ-G-1437,Sawah,-3.474324,138.532927,45,52,Tidak,Sedang,19.0,236,0,0,0,0,28,2,1390,0,400,2560,1400,710,1620,58,28,48,Medium,Rendah,IMG-HJ-00684.jpg
OBS-HJ-00685,2026-02-26,HJ-G-1369,Sawah,-3.475225,138.516689,76,42,Tidak,Sedang,11.7,332,0,0,3,1,18,1,200,0,190,1140,2200,810,1680,68,18,50,High,Rendah,IMG-HJ-00685.jpg
OBS-HJ-00686,2025-12-25,HJ-G-2329,Belukar/Lahan Terbuka,-3.458108,138.52571,29,26,Tidak,Tinggi,10.8,342,3,0,0,0,20,1,500,500,2310,3280,3320,2660,3230,32,20,27,Low,Rendah,IMG-HJ-00686.jpg
OBS-HJ-00687,2026-04-24,HJ-G-1235,Sawah,-3.477928,138.531123,53,20,Tidak,Rendah,16.4,159,6,1,0,1,61,2,1440,0,170,2190,1040,400,1180,57,61,54,Medium,Sedang,IMG-HJ-00687.jpg
OBS-HJ-00688,2026-03-10,HJ-G-0771,Permukiman,-3.486036,138.518493,34,58,Tidak,Tinggi,6.0,321,5,0,1,0,28,3,1210,400,840,580,1390,0,840,45,28,42,Medium,Rendah,IMG-HJ-00688.jpg
OBS-HJ-00689,2025-11-25,HJ-G-1996,Perkebunan,-3.464414,138.541046,40,26,Tidak,Tinggi,3.3,341,1,0,8,0,37,1,2000,500,1610,3920,2550,1800,3030,31,37,30,Low,Rendah,IMG-HJ-00689.jpg
OBS-HJ-00690,2026-05-31,HJ-G-0200,Belukar/Lahan Terbuka,-3.496847,138.544655,32,34,Tidak,Tinggi,5.5,152,0,0,3,0,19,0,3960,2190,2400,3450,640,570,2330,28,19,22,Low,Sangat Rendah,IMG-HJ-00690.jpg
OBS-HJ-00691,2026-03-27,HJ-G-0912,Rawa,-3.483333,138.510374,94,98,Ya,Sedang,20.7,260,0,0,1,0,0,1,280,320,490,0,2340,100,1780,100,0,67,Very High,Sedang,IMG-HJ-00691.jpg
OBS-HJ-00692,2025-10-11,HJ-G-0592,Bekas Tambang,-3.48964,138.537438,85,94,Ya,Sedang,158.6,226,15,3,34,9,85,1,2830,1120,1300,2600,0,280,1300,93,85,80,Very High,Tinggi,IMG-HJ-00692.jpg
OBS-HJ-00693,2026-02-05,HJ-G-1533,Sawah,-3.472523,138.529319,62,45,Ya,Sedang,30.2,365,1,0,0,0,2,1,940,0,790,2340,1680,1020,1670,78,2,54,High,Sedang,IMG-HJ-00693.jpg
OBS-HJ-00694,2025-10-14,HJ-G-1525,Sawah,-3.472523,138.522102,48,48,Ya,Sedang,19.3,300,1,0,0,0,0,1,280,0,680,1770,2020,1200,1690,72,0,49,High,Rendah,IMG-HJ-00694.jpg
OBS-HJ-00695,2026-01-22,HJ-G-0257,Rawa,-3.495045,138.505864,88,77,Ya,Tinggi,82.0,333,2,1,0,0,53,2,1210,1700,1700,0,2730,700,2390,83,53,69,Very High,Sedang,IMG-HJ-00695.jpg
OBS-HJ-00696,2026-03-23,HJ-G-0882,Permukiman,-3.484234,138.528417,32,7,Ya,Sedang,6.8,257,6,2,1,3,52,2,1720,200,390,1680,570,0,430,67,52,59,High,Sedang,IMG-HJ-00696.jpg
OBS-HJ-00697,2026-02-06,HJ-G-1990,Perkebunan,-3.464414,138.535634,21,33,Tidak,Rendah,10.6,351,0,0,8,0,21,0,1400,140,1450,3470,2500,1800,2750,35,21,27,Low,Rendah,IMG-HJ-00697.jpg
OBS-HJ-00698,2025-11-13,HJ-G-0132,Permukiman,-3.497748,138.528417,13,42,Ya,Tinggi,8.5,269,5,2,1,5,54,2,2840,1700,1880,1750,500,0,1200,57,54,53,Medium,Sedang,IMG-HJ-00698.jpg
OBS-HJ-00699,2026-05-21,HJ-G-2183,Perkebunan,-3.460811,138.529319,34,47,Tidak,Sedang,2.1,141,0,0,19,0,38,1,800,280,1940,3260,2940,2260,2950,40,38,36,Low,Rendah,IMG-HJ-00699.jpg
OBS-HJ-00700,2026-04-04,HJ-G-0684,Permukiman,-3.487838,138.530221,1,38,Ya,Tinggi,4.8,273,2,0,2,0,18,1,2160,630,820,1800,200,0,480,60,18,45,Medium,Rendah,IMG-HJ-00700.jpg
OBS-HJ-00701,2026-03-17,HJ-G-0576,Permukiman,-3.48964,138.523004,21,0,Tidak,Sedang,7.5,248,7,3,0,2,57,4,1840,800,1030,1000,810,0,430,32,57,42,Low,Rendah,IMG-HJ-00701.jpg
OBS-HJ-00702,2025-12-04,HJ-G-1158,Hutan,-3.478829,138.506766,57,72,Ya,Rendah,16.8,350,1,1,14,1,32,1,0,400,150,400,2910,360,2320,84,32,63,Very High,Sedang,IMG-HJ-00702.jpg
OBS-HJ-00703,2026-03-07,HJ-G-0952,Hutan,-3.482432,138.501353,74,63,Ya,Rendah,5.2,268,3,1,7,1,14,0,0,1040,760,280,3320,800,2780,82,14,56,Very High,Sedang,IMG-HJ-00703.jpg
OBS-HJ-00704,2025-12-16,HJ-G-2225,Belukar/Lahan Terbuka,-3.45991,138.522102,29,68,Ya,Sedang,4.0,310,0,0,4,0,30,1,100,320,1990,2910,3270,2600,3060,60,30,47,Medium,Rendah,IMG-HJ-00704.jpg
OBS-HJ-00705,2026-02-17,HJ-G-0412,Rawa,-3.492342,138.510374,72,58,Ya,Sedang,35.7,390,0,0,3,0,0,0,1220,1240,1420,0,2200,360,1820,84,0,55,Very High,Sedang,IMG-HJ-00705.jpg
OBS-HJ-00706,2026-01-20,HJ-G-1443,Sawah,-3.474324,138.53834,31,63,Tidak,Sedang,5.3,367,0,0,0,0,22,3,1930,0,530,3090,1410,700,1980,54,22,47,Medium,Rendah,IMG-HJ-00706.jpg
OBS-HJ-00707,2026-04-26,HJ-G-1305,Hutan,-3.476126,138.50406,79,66,Tidak,Rendah,9.5,245,0,0,5,1,26,0,0,700,580,730,3310,780,2720,58,26,43,Medium,Rendah,IMG-HJ-00707.jpg
OBS-HJ-00708,2026-03-04,HJ-G-1004,Hutan,-3.481532,138.503157,77,63,Tidak,Rendah,30.8,334,6,0,9,3,81,0,0,820,530,220,3160,610,2610,73,81,64,High,Sedang,IMG-HJ-00708.jpg
OBS-HJ-00709,2026-01-09,HJ-G-0049,Belukar/Lahan Terbuka,-3.49955,138.543753,10,39,Tidak,Rendah,7.3,346,0,0,0,0,38,0,4110,2420,2600,3420,780,710,2400,28,38,26,Low,Rendah,IMG-HJ-00709.jpg
OBS-HJ-00710,2026-01-05,HJ-G-1584,Sawah,-3.471622,138.530221,51,59,Ya,Sedang,131.0,406,0,0,0,0,4,1,980,0,820,2480,1750,1080,1790,72,4,50,High,Rendah,IMG-HJ-00710.jpg
OBS-HJ-00711,2025-11-12,HJ-G-1445,Perkebunan,-3.474324,138.540144,29,48,Tidak,Sedang,4.9,327,3,0,3,0,39,3,2120,100,690,3270,1460,700,2120,53,39,49,Medium,Rendah,IMG-HJ-00711.jpg
OBS-HJ-00712,2026-03-07,HJ-G-0224,Permukiman,-3.495946,138.5212,13,11,Tidak,Tinggi,6.1,301,6,1,4,0,45,2,2130,1500,1760,940,1120,0,1110,23,45,29,Low,Rendah,IMG-HJ-00712.jpg
OBS-HJ-00713,2025-11-04,HJ-G-0704,Rawa,-3.486937,138.503157,74,55,Ya,Sedang,103.5,350,1,1,2,0,9,0,280,1130,930,0,3030,780,2530,93,9,62,Very High,Sedang,IMG-HJ-00713.jpg
OBS-HJ-00714,2026-02-17,HJ-G-1260,Hutan,-3.477027,138.50857,63,73,Ya,Rendah,4.7,354,1,1,4,0,45,0,0,200,210,610,2830,410,2240,85,45,64,Very High,Sedang,IMG-HJ-00714.jpg
OBS-HJ-00715,2025-11-12,HJ-G-1864,Hutan,-3.466216,138.512179,61,38,Tidak,Sedang,5.7,302,2,1,8,1,30,1,0,950,1200,1870,3260,1610,2790,50,30,41,Medium,Rendah,IMG-HJ-00715.jpg
OBS-HJ-00716,2026-04-02,HJ-G-1744,Perkebunan,-3.468919,138.539242,27,43,Ya,Sedang,12.2,165,5,1,28,0,52,0,1840,100,1070,3470,2020,1300,2510,51,52,44,Medium,Rendah,IMG-HJ-00716.jpg
OBS-HJ-00717,2025-12-22,HJ-G-0208,Rawa,-3.495946,138.506766,75,65,Ya,Sedang,99.5,344,3,1,5,0,47,1,1340,1750,1790,0,2650,600,2340,87,47,68,Very High,Sedang,IMG-HJ-00717.jpg
OBS-HJ-00718,2025-12-27,HJ-G-0160,Rawa,-3.496847,138.50857,52,42,Ya,Rendah,112.4,354,0,0,2,0,16,1,1530,1770,1890,0,2470,410,2210,79,16,57,High,Sedang,IMG-HJ-00718.jpg
OBS-HJ-00719,2026-04-25,HJ-G-1681,Sawah,-3.46982,138.527515,39,26,Tidak,Tinggi,7.2,215,1,0,0,0,39,1,630,0,1150,2400,2020,1360,1940,34,39,32,Low,Rendah,IMG-HJ-00719.jpg
OBS-HJ-00720,2026-01-19,HJ-G-2338,Perkebunan,-3.458108,138.533829,38,19,Tidak,Sedang,8.4,373,1,0,31,0,48,0,1330,670,2150,3820,3200,2500,3350,36,48,33,Low,Rendah,IMG-HJ-00720.jpg
OBS-HJ-00721,2026-02-27,HJ-G-1039,Permukiman,-3.481532,138.534732,19,68,Ya,Tinggi,3.4,417,2,0,2,0,30,3,2000,200,380,2440,600,0,1160,67,30,57,High,Sedang,IMG-HJ-00721.jpg
OBS-HJ-00722,2026-01-06,HJ-G-2255,Hutan,-3.459009,138.50406,60,68,Ya,Rendah,16.2,379,2,0,8,1,29,0,0,1930,2220,2610,4460,2470,3960,63,29,47,High,Rendah,IMG-HJ-00722.jpg
OBS-HJ-00723,2026-04-01,HJ-G-1109,Hutan,-3.47973,138.507668,60,51,Tidak,Rendah,10.5,222,0,0,8,0,31,0,0,300,20,300,2770,220,2190,70,31,52,High,Sedang,IMG-HJ-00723.jpg
OBS-HJ-00724,2026-01-01,HJ-G-1428,Sawah,-3.474324,138.524808,71,14,Ya,Sedang,13.4,337,4,0,0,0,3,0,640,0,640,1840,1700,1000,1440,72,3,47,High,Rendah,IMG-HJ-00724.jpg
OBS-HJ-00725,2026-02-25,HJ-G-1441,Sawah,-3.474324,138.536536,57,35,Tidak,Tinggi,37.5,334,4,0,0,0,47,1,1750,0,400,2910,1400,710,1850,60,47,51,Medium,Sedang,IMG-HJ-00725.jpg
OBS-HJ-00726,2026-02-17,HJ-G-1796,Perkebunan,-3.468018,138.541046,8,33,Tidak,Sedang,4.9,318,0,0,5,0,41,0,2020,280,1260,3690,2160,1400,2710,37,41,32,Low,Rendah,IMG-HJ-00726.jpg
OBS-HJ-00727,2026-02-17,HJ-G-0546,Permukiman,-3.490541,138.541046,16,17,Ya,Sedang,3.5,387,7,0,5,1,50,2,3180,1390,1600,3000,100,0,1710,62,50,55,High,Sedang,IMG-HJ-00727.jpg
OBS-HJ-00728,2025-10-24,HJ-G-0224,Permukiman,-3.495946,138.5212,15,0,Ya,Sedang,7.0,270,6,0,2,0,39,3,2130,1500,1760,940,1120,0,1110,50,39,48,Medium,Rendah,IMG-HJ-00728.jpg
OBS-HJ-00729,2026-06-27,HJ-G-0642,Bekas Tambang,-3.488739,138.537438,65,52,Tidak,Sedang,31.8,50,14,3,22,6,99,2,2760,1030,1210,2600,0,200,1280,58,99,62,Medium,Sedang,IMG-HJ-00729.jpg
OBS-HJ-00730,2026-02-04,HJ-G-2011,Hutan,-3.463514,138.509472,59,32,Ya,Sedang,23.4,346,2,0,3,0,36,0,0,1300,1550,2110,3680,1900,3200,63,36,48,High,Rendah,IMG-HJ-00730.jpg
OBS-HJ-00731,2026-04-27,HJ-G-0103,Belukar/Lahan Terbuka,-3.497748,138.502255,19,37,Tidak,Tinggi,5.3,245,3,0,0,0,37,0,1400,2150,2070,280,3180,1120,2880,37,37,31,Low,Rendah,IMG-HJ-00731.jpg
OBS-HJ-00732,2026-02-04,HJ-G-0861,Rawa,-3.484234,138.509472,67,82,Ya,Rendah,17.7,314,0,0,7,0,21,0,320,450,520,0,2400,200,1860,90,21,63,Very High,Sedang,IMG-HJ-00732.jpg
OBS-HJ-00733,2025-12-24,HJ-G-1642,Sawah,-3.470721,138.537438,50,30,Tidak,Tinggi,41.0,293,2,0,0,0,41,2,1710,0,810,3190,1800,1100,2230,53,41,47,Medium,Rendah,IMG-HJ-00733.jpg
OBS-HJ-00734,2026-05-27,HJ-G-0550,Belukar/Lahan Terbuka,-3.490541,138.544655,56,39,Ya,Sedang,8.7,197,0,0,3,0,19,0,3480,1580,1820,3400,500,100,2100,58,19,42,Medium,Rendah,IMG-HJ-00734.jpg
